Municipio;Zona;Sessao;Local;Voto;InicioAguardando;TituloDigitado;InicioDigital;FimDigital;Habilitacao;Voto1;Voto2;Voto3;Voto4;Voto5;FimVotacao;SucessoDigital;TentativasDigital;TeclasIndevidas;TempoTotal;TempoVotacao;TempoOcioso;TempoHabilitacao;TempoVoto1;TempoVoto2;TempoVoto3;TempoVoto4;TempoVoto5;ClassTempoTotal;ClassTempoVotacao;ClassTempoOcioso;ClassTempoHabilitacao;ClassTempoVoto1;ClassTempoVoto2;ClassTempoVoto3;ClassTempoVoto4;ClassTempoVoto5;
56332;40;9;1023;11;2022-10-02 08:26:10;2022-10-02 08:26:48;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:27:06;2022-10-02 08:27:37;2022-10-02 08:28:39;2022-10-02 08:28:44;2022-10-02 08:28:51;2022-10-02 08:28:57;2022-10-02 08:28:58;False;0;3;168;112;56;18;31;62;5;7;6;MA;A1;MA;A2;MA;A2;B1;MB;MB;
56332;40;9;1023;12;2022-10-02 08:29:00;2022-10-02 08:29:20;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:29:23;2022-10-02 08:30:40;2022-10-02 08:31:03;2022-10-02 08:31:48;2022-10-02 08:31:56;2022-10-02 08:32:01;2022-10-02 08:32:03;False;0;11;183;160;23;3;77;23;45;8;5;MA;A2;MB;MB;A2;MA;A2;MB;MB;
56332;40;9;1023;13;2022-10-02 08:32:04;2022-10-02 08:32:31;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:32:34;2022-10-02 08:32:41;2022-10-02 08:32:49;2022-10-02 08:32:59;2022-10-02 08:33:07;2022-10-02 08:33:13;2022-10-02 08:33:15;False;0;1;71;41;30;3;7;8;10;8;6;MB;B1;MB;MB;B1;MB;MB;MB;MB;
56332;40;9;1023;14;2022-10-02 08:33:16;2022-10-02 08:36:35;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:36:40;2022-10-02 08:37:16;2022-10-02 08:38:16;2022-10-02 08:38:40;2022-10-02 08:39:01;2022-10-02 08:39:16;2022-10-02 08:39:17;False;0;0;361;157;204;5;36;60;24;21;15;A2;A2;A2;MA;MA;A2;A1;A2;MA;
56332;40;9;1023;15;2022-10-02 08:39:20;2022-10-02 08:39:42;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:39:44;2022-10-02 08:40:00;2022-10-02 08:40:21;2022-10-02 08:40:35;2022-10-02 08:40:47;2022-10-02 08:40:53;2022-10-02 08:40:54;False;0;0;94;70;24;2;16;21;14;12;6;MB;MB;MB;MB;MB;MA;MA;MA;MB;
56332;40;9;1023;16;2022-10-02 08:40:56;2022-10-02 08:41:11;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:41:13;2022-10-02 08:41:35;2022-10-02 08:41:44;2022-10-02 08:41:52;2022-10-02 08:42:00;2022-10-02 08:42:06;2022-10-02 08:42:07;False;0;1;71;54;17;2;22;9;8;8;6;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;17;2022-10-02 08:42:10;2022-10-02 08:42:23;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:42:25;2022-10-02 08:42:43;2022-10-02 08:42:53;2022-10-02 08:43:00;2022-10-02 08:43:11;2022-10-02 08:43:17;2022-10-02 08:43:19;False;0;3;69;54;15;2;18;10;7;11;6;MB;MB;MB;MB;MB;MB;MB;MA;MB;
56332;40;9;1023;18;2022-10-02 08:43:20;2022-10-02 08:43:35;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:43:39;2022-10-02 08:44:10;2022-10-02 08:44:36;2022-10-02 08:44:47;2022-10-02 08:44:57;2022-10-02 08:45:07;2022-10-02 08:45:09;False;0;0;109;90;19;4;31;26;11;10;10;MB;MA;MB;MB;MA;MA;MB;MA;MB;
56332;40;9;1023;19;2022-10-02 08:45:10;2022-10-02 08:45:26;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:45:29;2022-10-02 08:46:05;2022-10-02 08:46:25;2022-10-02 08:46:33;2022-10-02 08:46:44;2022-10-02 08:46:52;2022-10-02 08:46:54;False;0;0;104;85;19;3;36;20;8;11;8;MB;MA;MB;MB;MA;MA;MB;MA;MB;
56332;40;9;1023;20;2022-10-02 08:46:55;2022-10-02 08:47:12;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:47:13;2022-10-02 08:48:05;2022-10-02 08:48:31;2022-10-02 08:48:48;2022-10-02 08:49:00;2022-10-02 08:49:13;2022-10-02 08:49:15;False;0;0;140;122;18;1;52;26;17;12;13;MA;A1;MB;MB;A1;MA;MA;MA;MA;
56332;40;9;1023;21;2022-10-02 08:49:17;2022-10-02 08:49:40;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:49:43;2022-10-02 08:49:52;2022-10-02 08:49:56;2022-10-02 08:50:07;2022-10-02 08:50:12;2022-10-02 08:50:19;2022-10-02 08:50:20;False;0;0;63;37;26;3;9;4;11;5;7;B1;B1;MB;MB;B1;B1;MB;MB;MB;
56332;40;9;1023;22;2022-10-02 08:50:22;2022-10-02 08:50:36;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:50:38;2022-10-02 08:50:48;2022-10-02 08:50:51;2022-10-02 08:50:59;2022-10-02 08:51:19;2022-10-02 08:51:24;2022-10-02 08:51:26;False;0;1;64;48;16;2;10;3;8;20;5;MB;MB;MB;MB;MB;B1;MB;A1;MB;
56332;40;9;1023;23;2022-10-02 08:51:27;2022-10-02 08:51:46;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:51:51;2022-10-02 08:52:09;2022-10-02 08:52:22;2022-10-02 08:52:30;2022-10-02 08:52:37;2022-10-02 08:52:42;2022-10-02 08:52:44;False;0;2;77;53;24;5;18;13;8;7;5;MB;MB;MB;MA;MB;MB;MB;MB;MB;
56332;40;9;1023;24;2022-10-02 08:52:46;2022-10-02 08:53:09;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:53:46;2022-10-02 08:54:20;2022-10-02 08:54:32;2022-10-02 08:55:29;2022-10-02 08:55:52;2022-10-02 08:55:57;2022-10-02 08:55:59;False;0;11;193;133;60;37;34;12;57;23;5;MA;A1;MA;A2;MA;MB;A2;A2;MB;
56332;40;9;1023;25;2022-10-02 08:56:01;2022-10-02 08:56:17;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:56:18;2022-10-02 08:56:37;2022-10-02 08:56:47;2022-10-02 08:56:55;2022-10-02 08:57:01;2022-10-02 08:57:06;2022-10-02 08:57:08;False;0;0;67;50;17;1;19;10;8;6;5;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;26;2022-10-02 08:57:09;2022-10-02 08:57:31;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:57:33;2022-10-02 08:57:41;2022-10-02 08:57:46;2022-10-02 08:57:49;2022-10-02 08:57:54;2022-10-02 08:57:58;2022-10-02 08:58:00;False;0;0;51;27;24;2;8;5;3;5;4;B1;B1;MB;MB;B1;B1;B1;MB;MB;
56332;40;9;1023;27;2022-10-02 08:58:02;2022-10-02 08:58:33;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:58:37;2022-10-02 08:59:04;2022-10-02 08:59:25;2022-10-02 08:59:50;2022-10-02 09:00:09;2022-10-02 09:01:13;2022-10-02 09:01:14;False;0;14;192;157;35;4;27;21;25;19;64;MA;A2;MB;MB;MA;MA;A1;A1;A2;
56332;40;9;1023;28;2022-10-02 09:01:16;2022-10-02 09:01:54;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:01:57;2022-10-02 09:02:07;2022-10-02 09:02:15;2022-10-02 09:02:20;2022-10-02 09:02:27;2022-10-02 09:02:34;2022-10-02 09:02:36;False;0;2;80;39;41;3;10;8;5;7;7;MB;B1;MB;MB;MB;MB;B1;MB;MB;
56332;40;9;1023;29;2022-10-02 09:02:37;2022-10-02 09:03:05;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:03:07;2022-10-02 09:03:17;2022-10-02 09:03:23;2022-10-02 09:03:33;2022-10-02 09:03:38;2022-10-02 09:03:44;2022-10-02 09:03:46;False;0;2;69;39;30;2;10;6;10;5;6;MB;B1;MB;MB;MB;B1;MB;MB;MB;
56332;40;9;1023;30;2022-10-02 09:03:47;2022-10-02 09:04:00;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:04:05;2022-10-02 09:04:17;2022-10-02 09:04:27;2022-10-02 09:04:33;2022-10-02 09:04:37;2022-10-02 09:04:41;2022-10-02 09:04:43;False;0;3;56;38;18;5;12;10;6;4;4;B1;B1;MB;MA;MB;MB;MB;B1;MB;
56332;40;9;1023;31;2022-10-02 09:04:45;2022-10-02 09:05:14;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:05:26;2022-10-02 09:06:03;2022-10-02 09:06:32;2022-10-02 09:08:16;2022-10-02 09:09:25;2022-10-02 09:09:44;2022-10-02 09:09:46;False;0;11;301;260;41;12;37;29;104;69;19;A2;A2;MB;A1;MA;A1;A2;A2;MA;
56332;40;9;1023;32;2022-10-02 09:09:48;2022-10-02 09:10:08;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:10:10;2022-10-02 09:10:26;2022-10-02 09:10:37;2022-10-02 09:10:44;2022-10-02 09:10:51;2022-10-02 09:10:58;2022-10-02 09:10:59;False;0;1;71;49;22;2;16;11;7;7;7;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;33;2022-10-02 09:11:01;2022-10-02 09:11:16;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:11:17;2022-10-02 09:11:40;2022-10-02 09:12:00;2022-10-02 09:12:06;2022-10-02 09:12:11;2022-10-02 09:12:36;2022-10-02 09:12:38;False;0;0;97;81;16;1;23;20;6;5;25;MB;MA;MB;MB;MB;MA;MB;MB;A1;
56332;40;9;1023;34;2022-10-02 09:12:40;2022-10-02 09:13:17;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:13:18;2022-10-02 09:13:31;2022-10-02 09:13:41;2022-10-02 09:13:52;2022-10-02 09:13:59;2022-10-02 09:14:04;2022-10-02 09:14:06;False;0;1;86;48;38;1;13;10;11;7;5;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;35;2022-10-02 09:14:08;2022-10-02 09:14:23;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:14:24;2022-10-02 09:14:40;2022-10-02 09:14:46;2022-10-02 09:14:54;2022-10-02 09:15:12;2022-10-02 09:15:21;2022-10-02 09:15:23;False;0;7;75;59;16;1;16;6;8;18;9;MB;MB;MB;MB;MB;B1;MB;A1;MB;
56332;40;9;1023;36;2022-10-02 09:15:24;2022-10-02 09:15:42;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:15:44;2022-10-02 09:15:54;2022-10-02 09:16:01;2022-10-02 09:16:06;2022-10-02 09:16:13;2022-10-02 09:16:16;2022-10-02 09:16:17;False;0;0;53;33;20;2;10;7;5;7;3;B1;B1;MB;MB;MB;B1;B1;MB;MB;
56332;40;9;1023;37;2022-10-02 09:16:19;2022-10-02 09:16:36;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:16:37;2022-10-02 09:16:48;2022-10-02 09:16:54;2022-10-02 09:17:02;2022-10-02 09:17:08;2022-10-02 09:17:14;2022-10-02 09:17:16;False;0;4;57;39;18;1;11;6;8;6;6;B1;B1;MB;MB;MB;B1;MB;MB;MB;
56332;40;9;1023;38;2022-10-02 09:17:17;2022-10-02 09:17:34;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:17:35;2022-10-02 09:17:49;2022-10-02 09:17:55;2022-10-02 09:18:00;2022-10-02 09:18:04;2022-10-02 09:18:08;2022-10-02 09:18:10;False;0;2;53;35;18;1;14;6;5;4;4;B1;B1;MB;MB;MB;B1;B1;B1;MB;
56332;40;9;1023;39;2022-10-02 09:18:11;2022-10-02 09:18:26;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:18:27;2022-10-02 09:18:41;2022-10-02 09:18:49;2022-10-02 09:18:59;2022-10-02 09:19:04;2022-10-02 09:19:12;2022-10-02 09:19:14;False;0;0;63;47;16;1;14;8;10;5;8;B1;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;40;2022-10-02 09:19:15;2022-10-02 09:19:29;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:19:31;2022-10-02 09:19:49;2022-10-02 09:19:59;2022-10-02 09:20:08;2022-10-02 09:20:15;2022-10-02 09:20:18;2022-10-02 09:20:20;False;0;0;65;49;16;2;18;10;9;7;3;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;41;2022-10-02 09:20:22;2022-10-02 09:21:13;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:21:14;2022-10-02 09:21:52;2022-10-02 09:22:10;2022-10-02 09:22:37;2022-10-02 09:23:04;2022-10-02 09:23:19;2022-10-02 09:23:21;False;0;9;179;127;52;1;38;18;27;27;15;MA;A1;MB;MB;MA;MA;A1;A2;MA;
56332;40;9;1023;42;2022-10-02 09:23:22;2022-10-02 09:25:14;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:25:16;2022-10-02 09:25:26;2022-10-02 09:25:35;2022-10-02 09:25:44;2022-10-02 09:25:54;2022-10-02 09:26:03;2022-10-02 09:26:04;False;0;4;162;48;114;2;10;9;9;10;9;MA;MB;A1;MB;MB;MB;MB;MA;MB;
56332;40;9;1023;43;2022-10-02 09:26:06;2022-10-02 09:26:19;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:26:20;2022-10-02 09:26:33;2022-10-02 09:26:42;2022-10-02 09:26:48;2022-10-02 09:26:53;2022-10-02 09:26:58;2022-10-02 09:26:59;False;0;0;53;39;14;1;13;9;6;5;5;B1;B1;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;44;2022-10-02 09:27:01;2022-10-02 09:28:11;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:28:12;2022-10-02 09:28:32;2022-10-02 09:28:54;2022-10-02 09:29:21;2022-10-02 09:29:28;2022-10-02 09:29:36;2022-10-02 09:29:38;False;0;1;157;86;71;1;20;22;27;7;8;MA;MA;MA;MB;MB;MA;A1;MB;MB;
56332;40;9;1023;45;2022-10-02 09:29:39;2022-10-02 09:29:53;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:29:55;2022-10-02 09:30:10;2022-10-02 09:30:22;2022-10-02 09:30:35;2022-10-02 09:30:40;2022-10-02 09:30:45;2022-10-02 09:30:47;False;0;1;68;52;16;2;15;12;13;5;5;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;46;2022-10-02 09:30:49;2022-10-02 09:31:02;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:31:03;2022-10-02 09:31:25;2022-10-02 09:31:43;2022-10-02 09:31:54;2022-10-02 09:32:01;2022-10-02 09:32:10;2022-10-02 09:32:12;False;0;0;83;69;14;1;22;18;11;7;9;MB;MB;MB;MB;MB;MA;MB;MB;MB;
56332;40;9;1023;47;2022-10-02 09:32:14;2022-10-02 09:32:26;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:32:27;2022-10-02 09:32:44;2022-10-02 09:32:51;2022-10-02 09:32:57;2022-10-02 09:33:03;2022-10-02 09:33:08;2022-10-02 09:33:10;False;0;0;56;43;13;1;17;7;6;6;5;B1;B1;MB;MB;MB;B1;MB;MB;MB;
56332;40;9;1023;48;2022-10-02 09:33:11;2022-10-02 09:33:25;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:33:26;2022-10-02 09:33:43;2022-10-02 09:33:53;2022-10-02 09:34:00;2022-10-02 09:34:07;2022-10-02 09:34:12;2022-10-02 09:34:14;False;0;0;63;48;15;1;17;10;7;7;5;B1;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;49;2022-10-02 09:34:15;2022-10-02 09:34:29;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:34:31;2022-10-02 09:40:17;2022-10-02 09:40:32;2022-10-02 09:40:49;2022-10-02 09:41:01;2022-10-02 09:41:08;2022-10-02 09:41:09;False;0;23;414;398;16;2;346;15;17;12;7;A2;A2;MB;MB;A2;MB;MA;MA;MB;
56332;40;9;1023;50;2022-10-02 09:41:11;2022-10-02 09:41:35;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:41:36;2022-10-02 09:41:54;2022-10-02 09:42:12;2022-10-02 09:42:41;2022-10-02 09:42:48;2022-10-02 09:43:02;2022-10-02 09:43:03;False;0;7;112;87;25;1;18;18;29;7;14;MB;MA;MB;MB;MB;MA;A2;MB;MA;
56332;40;9;1023;51;2022-10-02 09:43:05;2022-10-02 09:43:22;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:43:23;2022-10-02 09:43:50;2022-10-02 09:44:15;2022-10-02 09:44:31;2022-10-02 09:44:55;2022-10-02 09:45:14;2022-10-02 09:45:16;False;0;7;131;113;18;1;27;25;16;24;19;MB;A1;MB;MB;MA;MA;MA;A2;MA;
56332;40;9;1023;52;2022-10-02 09:45:17;2022-10-02 09:45:31;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:45:31;2022-10-02 09:45:50;2022-10-02 09:46:04;2022-10-02 09:46:13;2022-10-02 09:46:19;2022-10-02 09:46:23;2022-10-02 09:46:25;False;0;0;68;54;14;0;19;14;9;6;4;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;53;2022-10-02 09:46:27;2022-10-02 09:47:02;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:47:03;2022-10-02 09:47:20;2022-10-02 09:47:37;2022-10-02 09:47:47;2022-10-02 09:47:54;2022-10-02 09:48:02;2022-10-02 09:48:04;False;0;0;97;61;36;1;17;17;10;7;8;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;54;2022-10-02 09:48:06;2022-10-02 09:48:20;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:48:21;2022-10-02 09:48:52;2022-10-02 09:48:59;2022-10-02 09:49:09;2022-10-02 09:49:13;2022-10-02 09:49:17;2022-10-02 09:49:19;False;0;0;73;58;15;1;31;7;10;4;4;MB;MB;MB;MB;MA;B1;MB;B1;MB;
56332;40;9;1023;55;2022-10-02 09:49:21;2022-10-02 09:49:29;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:49:31;2022-10-02 09:49:47;2022-10-02 09:50:03;2022-10-02 09:50:20;2022-10-02 09:50:30;2022-10-02 09:50:35;2022-10-02 09:50:37;False;0;2;76;66;10;2;16;16;17;10;5;MB;MB;MB;MB;MB;MB;MA;MA;MB;
56332;40;9;1023;56;2022-10-02 09:50:39;2022-10-02 09:50:54;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:50:55;2022-10-02 09:51:35;2022-10-02 09:51:54;2022-10-02 09:52:08;2022-10-02 09:52:30;2022-10-02 09:52:39;2022-10-02 09:52:40;False;0;0;121;105;16;1;40;19;14;22;9;MB;MA;MB;MB;MA;MA;MA;A2;MB;
56332;40;9;1023;57;2022-10-02 09:52:42;2022-10-02 09:53:01;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:53:02;2022-10-02 09:53:43;2022-10-02 09:54:03;2022-10-02 09:54:14;2022-10-02 09:54:28;2022-10-02 09:54:36;2022-10-02 09:54:37;False;0;2;115;95;20;1;41;20;11;14;8;MB;MA;MB;MB;A1;MA;MB;MA;MB;
56332;40;9;1023;58;2022-10-02 09:54:39;2022-10-02 09:54:52;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:54:53;2022-10-02 09:55:10;2022-10-02 09:55:24;2022-10-02 09:55:32;2022-10-02 09:55:51;2022-10-02 09:56:06;2022-10-02 09:56:07;False;0;7;88;74;14;1;17;14;8;19;15;MB;MB;MB;MB;MB;MB;MB;A1;MA;
56332;40;9;1023;59;2022-10-02 09:56:09;2022-10-02 09:56:42;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:56:42;2022-10-02 09:56:55;2022-10-02 09:57:04;2022-10-02 09:57:12;2022-10-02 09:57:19;2022-10-02 09:57:25;2022-10-02 09:57:26;False;0;0;77;44;33;0;13;9;8;7;6;MB;B1;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;60;2022-10-02 09:57:28;2022-10-02 09:57:45;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:57:46;2022-10-02 09:58:05;2022-10-02 09:58:17;2022-10-02 09:58:25;2022-10-02 09:58:32;2022-10-02 09:58:37;2022-10-02 09:58:39;False;0;7;71;53;18;1;19;12;8;7;5;MB;MB;MB;MB;MB;MB;MB;MB;MB;
56332;40;9;1023;61;2022-10-02 09:58:40;2022-10-02 09:59:10;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:59:11;2022-10-02 09:59:27;2022-10-02 09:59:41;2022-10-02 09:59:58;2022-10-02 10:00:07;2022-10-02 10:00:26;2022-10-02 10:00:28;False;0;2;108;77;31;1;16;14;17;9;19;MB;MA;MB;MB;MB;MB;MA;MB;MA;
56332;40;9;1023;62;2022-10-02 10:00:29;2022-10-02 10:00:41;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 10:00:41;2022-10-02 10:01:59;2022-10-02 10:03:06;2022-10-02 10:03:26;2022-10-02 10:03:38;2022-10-02 10:03:55;2022-10-02 10:03:56;False;0;17;207;195;12;0;78;67;20;12;17;A1;A2;MB;MB;A2;A2;MA;MA;MA;
56332;40;9;1023;63;2022-10-02 10:03:58;2022-10-02 10:04:14;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 10:04:15;2022-10-02 10:04:31;2022-10-02 10:06:09;2022-10-02 10:06:17;2022-10-02 10:06:23;2022-10-02 10:06:30;2022-10-02 10:06:32;False;0;0;154;137;17;1;16;98;8;6;7;MA;A1;MB;MB;MB;A2;MB;MB;MB;
56332;40;9;1023;64;2022-10-02 10:06:34;2022-10-02 10:06:49;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 10:06:50;2022-10-02 10:07:10;2022-10-02 10:07:22;2022-10-02 10:07:28;2022-10-02 10:07:35;2022-10-02 10:07:43;2022-10-02 10:07:45;False;0;0;71;55;16;1;20;12;6;7;8;MB;MB;MB;MB;MB;MB;MB;MB;MB;
