Municipio;Zona;Sessao;Local;Voto;InicioAguardando;TituloDigitado;InicioDigital;FimDigital;Habilitacao;Voto1;Voto2;Voto3;Voto4;Voto5;FimVotacao;SucessoDigital;TentativasDigital;TeclasIndevidas;TempoTotal;TempoVotacao;TempoOcioso;TempoHabilitacao;TempoVoto1;TempoVoto2;TempoVoto3;TempoVoto4;TempoVoto5;ClassTempoTotal;ClassTempoVotacao;ClassTempoOcioso;ClassTempoHabilitacao;ClassTempoVoto1;ClassTempoVoto2;ClassTempoVoto3;ClassTempoVoto4;ClassTempoVoto5;
28657;16;62;1139;205;2022-10-02 15:43:08;2022-10-02 15:43:28;2022-10-02 15:43:38;2022-10-02 15:43:42;2022-10-02 15:43:44;2022-10-02 15:43:57;2022-10-02 15:44:06;2022-10-02 15:44:12;2022-10-02 15:44:18;2022-10-02 15:44:22;2022-10-02 15:44:24;True;0;0;76;40;36;16;13;9;6;6;4;B2;B1;B1;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;206;2022-10-02 15:44:26;2022-10-02 15:44:49;2022-10-02 15:44:53;2022-10-02 15:44:59;2022-10-02 15:45:01;2022-10-02 15:45:16;2022-10-02 15:45:27;2022-10-02 15:45:46;2022-10-02 15:45:53;2022-10-02 15:45:59;2022-10-02 15:46:00;True;0;2;94;59;35;12;15;11;19;7;6;B1;MB;B1;B2;MA;MB;A1;MB;MA;
28657;16;62;1139;207;2022-10-02 15:46:02;2022-10-02 15:46:27;2022-10-02 15:46:30;2022-10-02 15:47:02;2022-10-02 15:47:19;2022-10-02 15:47:47;2022-10-02 15:47:55;2022-10-02 15:48:03;2022-10-02 15:48:17;2022-10-02 15:48:29;2022-10-02 15:48:31;False;4;2;149;72;77;52;28;8;8;14;12;MA;MA;MA;A1;MA;B1;MB;A1;MA;
28657;16;62;1139;208;2022-10-02 15:48:33;2022-10-02 15:49:41;2022-10-02 15:49:47;2022-10-02 15:50:05;2022-10-02 15:50:06;2022-10-02 15:50:20;2022-10-02 15:50:31;2022-10-02 15:50:35;2022-10-02 15:50:42;2022-10-02 15:50:45;2022-10-02 15:50:47;True;1;1;134;41;93;25;14;11;4;7;3;MA;B1;A1;MB;MA;MB;B1;MB;MA;
28657;16;62;1139;209;2022-10-02 15:50:49;2022-10-02 15:51:08;2022-10-02 15:51:10;2022-10-02 15:51:33;2022-10-02 15:51:35;2022-10-02 15:52:42;2022-10-02 15:53:42;2022-10-02 15:53:55;2022-10-02 15:54:07;2022-10-02 15:54:11;2022-10-02 15:54:13;True;2;10;204;158;46;27;67;60;13;12;4;A2;A2;B1;MB;MA;A2;MA;MA;MA;
28657;16;62;1139;210;2022-10-02 15:54:15;2022-10-02 15:54:46;2022-10-02 15:54:52;2022-10-02 15:55:12;2022-10-02 15:55:15;2022-10-02 15:55:28;2022-10-02 15:55:43;2022-10-02 15:55:49;2022-10-02 15:56:06;2022-10-02 15:56:11;2022-10-02 15:56:13;True;1;2;118;58;60;29;13;15;6;17;5;MB;MB;MB;MB;MA;MA;MB;A1;MA;
28657;16;62;1139;211;2022-10-02 15:56:15;2022-10-02 15:56:40;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 15:56:54;2022-10-02 15:57:09;2022-10-02 15:57:15;2022-10-02 15:57:21;2022-10-02 15:57:26;2022-10-02 15:57:30;2022-10-02 15:57:32;False;0;0;77;38;39;14;15;6;6;5;4;B2;B1;B1;B1;MA;B1;MB;MB;MA;
28657;16;62;1139;212;2022-10-02 15:57:34;2022-10-02 15:58:07;2022-10-02 15:58:11;2022-10-02 15:58:16;2022-10-02 15:58:18;2022-10-02 15:58:29;2022-10-02 15:58:36;2022-10-02 15:58:45;2022-10-02 15:58:50;2022-10-02 15:58:54;2022-10-02 15:58:56;True;0;3;82;38;44;11;11;7;9;5;4;B1;B1;B1;B2;MA;B1;MB;MB;MA;
28657;16;62;1139;213;2022-10-02 15:58:58;2022-10-02 15:59:15;2022-10-02 15:59:21;2022-10-02 15:59:44;2022-10-02 15:59:46;0001-01-01 00:00:00;0001-01-01 00:00:00;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 16:00:03;2022-10-02 16:00:05;True;0;0;67;19;48;31;-2147483648;0;0;0;-2147483648;B2;B2;B1;MB;B2;B2;B2;B2;B2;
28657;16;62;1139;214;2022-10-02 16:00:07;2022-10-02 16:00:30;2022-10-02 16:00:32;2022-10-02 16:01:03;2022-10-02 16:01:05;2022-10-02 16:01:19;2022-10-02 16:01:27;2022-10-02 16:01:33;2022-10-02 16:01:39;2022-10-02 16:01:45;2022-10-02 16:01:47;True;2;0;100;42;58;35;14;8;6;6;6;B1;B1;MB;MA;MA;B1;MB;MB;MA;
28657;16;62;1139;215;2022-10-02 16:01:49;2022-10-02 16:02:04;2022-10-02 16:02:07;2022-10-02 16:02:12;2022-10-02 16:02:14;2022-10-02 16:02:25;2022-10-02 16:02:31;2022-10-02 16:02:36;2022-10-02 16:02:40;2022-10-02 16:02:45;2022-10-02 16:02:46;True;0;0;57;32;25;10;11;6;5;4;5;B2;B1;B2;B2;MA;B1;B1;B1;MA;
28657;16;62;1139;216;2022-10-02 16:02:48;2022-10-02 16:03:19;2022-10-02 16:03:22;2022-10-02 16:03:30;2022-10-02 16:03:33;2022-10-02 16:03:45;2022-10-02 16:03:53;2022-10-02 16:04:01;2022-10-02 16:04:08;2022-10-02 16:04:13;2022-10-02 16:04:15;True;0;0;87;42;45;14;12;8;8;7;5;B1;B1;B1;B1;MA;B1;MB;MB;MA;
28657;16;62;1139;217;2022-10-02 16:04:17;2022-10-02 16:04:45;2022-10-02 16:04:52;2022-10-02 16:05:34;2022-10-02 16:06:12;2022-10-02 16:06:33;2022-10-02 16:06:40;2022-10-02 16:06:49;2022-10-02 16:06:53;2022-10-02 16:06:58;2022-10-02 16:07:00;False;4;0;163;48;115;87;21;7;9;4;5;A1;MB;A2;A2;MA;B1;MB;B1;MA;
28657;16;62;1139;218;2022-10-02 16:07:02;2022-10-02 16:08:04;2022-10-02 16:08:07;2022-10-02 16:08:39;2022-10-02 16:08:57;2022-10-02 16:09:23;2022-10-02 16:09:39;2022-10-02 16:09:57;2022-10-02 16:10:20;2022-10-02 16:10:59;2022-10-02 16:11:01;False;4;4;239;124;115;53;26;16;18;23;39;A2;A2;A2;A1;MA;MA;A1;A2;MA;
28657;16;62;1139;219;2022-10-02 16:11:02;2022-10-02 16:11:46;2022-10-02 16:11:49;2022-10-02 16:12:13;2022-10-02 16:12:15;2022-10-02 16:12:40;2022-10-02 16:12:49;2022-10-02 16:12:53;2022-10-02 16:12:59;2022-10-02 16:13:04;2022-10-02 16:13:06;True;2;0;124;51;73;29;25;9;4;6;5;MB;MB;MA;MB;MA;MB;B1;MB;MA;
28657;16;62;1139;220;2022-10-02 16:13:07;2022-10-02 16:13:38;2022-10-02 16:13:40;2022-10-02 16:14:21;2022-10-02 16:14:40;2022-10-02 16:14:52;2022-10-02 16:15:00;2022-10-02 16:15:07;2022-10-02 16:15:12;2022-10-02 16:15:18;2022-10-02 16:15:20;False;4;0;133;40;93;62;12;8;7;5;6;MA;B1;A1;A2;MA;B1;MB;MB;MA;
28657;16;62;1139;221;2022-10-02 16:15:22;2022-10-02 16:15:49;2022-10-02 16:15:52;2022-10-02 16:16:23;2022-10-02 16:16:43;2022-10-02 16:16:57;2022-10-02 16:17:03;2022-10-02 16:17:16;2022-10-02 16:17:23;2022-10-02 16:17:28;2022-10-02 16:17:29;False;4;1;127;46;81;54;14;6;13;7;5;MB;B1;A1;A1;MA;B1;MA;MB;MA;
28657;16;62;1139;222;2022-10-02 16:17:31;2022-10-02 16:18:00;2022-10-02 16:18:02;2022-10-02 16:18:28;2022-10-02 16:18:33;2022-10-02 16:18:56;2022-10-02 16:19:11;2022-10-02 16:19:19;2022-10-02 16:19:25;2022-10-02 16:19:29;2022-10-02 16:19:31;True;2;2;120;58;62;33;23;15;8;6;4;MB;MB;MB;MB;MA;MA;MB;MB;MA;
28657;16;62;1139;223;2022-10-02 16:19:33;2022-10-02 16:19:51;2022-10-02 16:19:53;2022-10-02 16:20:05;2022-10-02 16:20:07;2022-10-02 16:20:25;2022-10-02 16:20:35;2022-10-02 16:20:40;2022-10-02 16:20:45;2022-10-02 16:20:49;2022-10-02 16:20:50;True;1;0;77;43;34;16;18;10;5;5;4;B2;B1;B2;B1;MA;MB;B1;MB;MA;
28657;16;62;1139;224;2022-10-02 16:20:52;2022-10-02 16:21:21;2022-10-02 16:21:22;2022-10-02 16:21:31;2022-10-02 16:21:38;2022-10-02 16:21:55;2022-10-02 16:22:07;2022-10-02 16:22:19;2022-10-02 16:22:29;2022-10-02 16:22:35;2022-10-02 16:22:37;True;0;0;105;59;46;17;17;12;12;10;6;B1;MB;B1;B1;MA;MB;MA;MA;MA;
28657;16;62;1139;225;2022-10-02 16:22:39;2022-10-02 16:23:19;2022-10-02 16:23:20;2022-10-02 16:24:08;2022-10-02 16:24:09;2022-10-02 16:24:32;2022-10-02 16:24:52;2022-10-02 16:25:01;2022-10-02 16:25:08;2022-10-02 16:25:14;2022-10-02 16:25:15;True;3;0;156;66;90;50;23;20;9;7;6;MA;MA;A1;A1;MA;A1;MB;MB;MA;
28657;16;62;1139;226;2022-10-02 16:25:17;2022-10-02 16:26:16;2022-10-02 16:26:18;2022-10-02 16:26:32;2022-10-02 16:26:34;2022-10-02 16:26:50;2022-10-02 16:27:00;2022-10-02 16:27:07;2022-10-02 16:27:12;2022-10-02 16:27:21;2022-10-02 16:27:22;True;1;0;125;48;77;18;16;10;7;5;9;MB;MB;MA;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;227;2022-10-02 16:27:24;2022-10-02 16:27:53;2022-10-02 16:27:56;2022-10-02 16:28:11;2022-10-02 16:28:13;2022-10-02 16:28:30;2022-10-02 16:28:39;2022-10-02 16:28:46;2022-10-02 16:28:53;2022-10-02 16:29:00;2022-10-02 16:29:01;True;1;1;97;48;49;20;17;9;7;7;7;B1;MB;B1;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;228;2022-10-02 16:29:03;2022-10-02 16:29:25;2022-10-02 16:29:29;2022-10-02 16:30:04;2022-10-02 16:30:23;2022-10-02 16:30:36;2022-10-02 16:30:42;2022-10-02 16:30:49;2022-10-02 16:30:54;2022-10-02 16:31:01;2022-10-02 16:31:02;False;4;4;119;39;80;58;13;6;7;5;7;MB;B1;MA;A2;MA;B1;MB;MB;MA;
28657;16;62;1139;229;2022-10-02 16:31:04;2022-10-02 16:32:11;2022-10-02 16:32:14;2022-10-02 16:32:21;2022-10-02 16:32:23;2022-10-02 16:32:35;2022-10-02 16:32:43;2022-10-02 16:32:53;2022-10-02 16:32:58;2022-10-02 16:33:02;2022-10-02 16:33:04;True;0;0;120;41;79;12;12;8;10;5;4;MB;B1;MA;B2;MA;B1;MB;MB;MA;
28657;16;62;1139;230;2022-10-02 16:33:05;2022-10-02 16:33:29;2022-10-02 16:33:31;2022-10-02 16:33:39;2022-10-02 16:33:41;2022-10-02 16:33:56;2022-10-02 16:34:03;2022-10-02 16:34:09;2022-10-02 16:34:16;2022-10-02 16:34:20;2022-10-02 16:34:22;True;0;0;77;41;36;12;15;7;6;7;4;B2;B1;B1;B2;MA;B1;MB;MB;MA;
28657;16;62;1139;231;2022-10-02 16:34:24;2022-10-02 16:34:54;2022-10-02 16:34:56;2022-10-02 16:35:02;2022-10-02 16:35:04;2022-10-02 16:35:26;2022-10-02 16:35:34;2022-10-02 16:35:38;2022-10-02 16:35:41;2022-10-02 16:35:46;2022-10-02 16:35:48;True;0;0;84;44;40;10;22;8;4;3;5;B1;B1;B1;B2;MA;B1;B1;B1;MA;
28657;16;62;1139;232;2022-10-02 16:35:50;2022-10-02 16:36:07;2022-10-02 16:36:13;2022-10-02 16:36:31;2022-10-02 16:36:34;2022-10-02 16:36:43;2022-10-02 16:36:49;2022-10-02 16:37:00;2022-10-02 16:37:05;2022-10-02 16:37:09;2022-10-02 16:37:10;True;1;0;80;36;44;27;9;6;11;5;4;B1;B1;B1;MB;MA;B1;MA;MB;MA;
28657;16;62;1139;233;2022-10-02 16:37:12;2022-10-02 16:37:30;2022-10-02 16:37:33;2022-10-02 16:38:04;2022-10-02 16:38:22;2022-10-02 16:38:41;2022-10-02 16:39:21;2022-10-02 16:39:40;2022-10-02 16:39:55;2022-10-02 16:40:05;2022-10-02 16:40:07;False;4;0;175;105;70;52;19;40;19;15;10;A1;A2;MA;A1;MA;A2;A1;A1;MA;
28657;16;62;1139;234;2022-10-02 16:40:08;2022-10-02 16:40:31;2022-10-02 16:40:33;2022-10-02 16:40:50;2022-10-02 16:40:52;2022-10-02 16:41:34;2022-10-02 16:42:22;2022-10-02 16:42:33;2022-10-02 16:42:43;2022-10-02 16:42:53;2022-10-02 16:42:54;True;1;0;166;122;44;21;42;48;11;10;10;A1;A2;B1;B1;MA;A2;MA;MA;MA;
28657;16;62;1139;235;2022-10-02 16:42:56;2022-10-02 16:43:16;2022-10-02 16:43:21;2022-10-02 16:43:25;2022-10-02 16:43:27;2022-10-02 16:43:37;2022-10-02 16:43:43;2022-10-02 16:43:48;2022-10-02 16:43:53;2022-10-02 16:43:56;2022-10-02 16:43:58;True;0;0;62;31;31;11;10;6;5;5;3;B2;B1;B2;B2;MA;B1;B1;MB;MA;
28657;16;62;1139;236;2022-10-02 16:43:59;2022-10-02 16:44:19;2022-10-02 16:44:22;2022-10-02 16:44:59;2022-10-02 16:45:21;2022-10-02 16:45:37;2022-10-02 16:45:46;2022-10-02 16:45:52;2022-10-02 16:45:56;2022-10-02 16:46:01;2022-10-02 16:46:02;False;4;4;123;41;82;62;16;9;6;4;5;MB;B1;A1;A2;MA;MB;MB;B1;MA;
28657;16;62;1139;237;2022-10-02 16:46:04;2022-10-02 16:46:40;2022-10-02 16:46:44;2022-10-02 16:47:19;2022-10-02 16:47:36;2022-10-02 16:47:51;2022-10-02 16:48:04;2022-10-02 16:48:10;2022-10-02 16:48:17;2022-10-02 16:48:24;2022-10-02 16:48:25;False;4;0;141;49;92;56;15;13;6;7;7;MA;MB;A1;A2;MA;MB;MB;MB;MA;
28657;16;62;1139;238;2022-10-02 16:48:27;2022-10-02 16:49:00;2022-10-02 16:49:06;2022-10-02 16:49:30;2022-10-02 16:49:32;2022-10-02 16:50:00;2022-10-02 16:50:11;2022-10-02 16:50:19;2022-10-02 16:50:26;2022-10-02 16:50:33;2022-10-02 16:50:35;True;2;0;128;63;65;32;28;11;8;7;7;MB;MB;MA;MB;MA;MB;MB;MB;MA;
28657;16;62;1139;239;2022-10-02 16:50:36;2022-10-02 16:51:02;2022-10-02 16:51:05;2022-10-02 16:51:38;2022-10-02 16:51:42;2022-10-02 16:52:07;2022-10-02 16:52:16;2022-10-02 16:52:22;2022-10-02 16:52:29;2022-10-02 16:52:37;2022-10-02 16:52:39;True;3;3;123;57;66;40;25;9;6;7;8;MB;MB;MA;MA;MA;MB;MB;MB;MA;
28657;16;62;1139;240;2022-10-02 16:52:41;2022-10-02 16:53:09;2022-10-02 16:53:11;2022-10-02 16:53:19;2022-10-02 16:53:21;2022-10-02 16:53:45;2022-10-02 16:54:03;2022-10-02 16:54:16;2022-10-02 16:54:24;2022-10-02 16:54:32;2022-10-02 16:54:33;True;0;0;112;72;40;12;24;18;13;8;8;MB;MA;B1;B2;MA;MA;MA;MB;MA;
28657;16;62;1139;241;2022-10-02 16:54:35;2022-10-02 16:54:48;2022-10-02 16:54:52;2022-10-02 16:55:00;2022-10-02 16:55:02;2022-10-02 16:55:13;2022-10-02 16:55:22;2022-10-02 16:55:29;2022-10-02 16:55:35;2022-10-02 16:55:40;2022-10-02 16:55:42;True;0;2;67;40;27;14;11;9;7;6;5;B2;B1;B2;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;242;2022-10-02 16:55:43;2022-10-02 16:55:59;2022-10-02 16:56:00;2022-10-02 16:56:11;2022-10-02 16:56:14;2022-10-02 16:56:29;2022-10-02 16:56:41;2022-10-02 16:56:47;2022-10-02 16:57:03;2022-10-02 16:57:08;2022-10-02 16:57:10;True;0;0;87;56;31;15;15;12;6;16;5;B1;MB;B2;B1;MA;MB;MB;A1;MA;
28657;16;62;1139;243;2022-10-02 16:57:12;2022-10-02 16:57:38;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 16:57:49;2022-10-02 16:58:09;2022-10-02 16:58:22;2022-10-02 16:58:31;2022-10-02 16:58:38;2022-10-02 16:58:46;2022-10-02 16:58:47;False;0;0;95;58;37;11;20;13;9;7;8;B1;MB;B1;B2;MA;MB;MB;MB;MA;
28657;16;62;1139;244;2022-10-02 16:58:49;2022-10-02 16:59:53;2022-10-02 16:59:55;2022-10-02 17:00:23;2022-10-02 17:00:25;2022-10-02 17:00:46;2022-10-02 17:00:58;2022-10-02 17:01:07;2022-10-02 17:01:13;2022-10-02 17:01:19;2022-10-02 17:01:21;True;1;0;152;56;96;32;21;12;9;6;6;MA;MB;A2;MB;MA;MB;MB;MB;MA;
28657;16;62;1139;245;2022-10-02 17:01:23;2022-10-02 17:01:46;2022-10-02 17:01:47;2022-10-02 17:02:33;2022-10-02 17:02:50;2022-10-02 17:03:31;2022-10-02 17:04:31;2022-10-02 17:04:43;2022-10-02 17:05:06;2022-10-02 17:05:11;2022-10-02 17:05:13;False;4;2;230;143;87;64;41;60;12;23;5;A2;A2;A1;A2;MA;A2;MA;A2;MA;
28657;16;62;1139;246;2022-10-02 17:05:14;2022-10-02 17:05:45;2022-10-02 17:05:47;2022-10-02 17:06:00;2022-10-02 17:06:03;2022-10-02 17:06:20;2022-10-02 17:06:38;2022-10-02 17:06:46;2022-10-02 17:06:52;2022-10-02 17:06:56;2022-10-02 17:06:58;True;1;1;104;55;49;18;17;18;8;6;4;B1;MB;B1;B1;MA;MA;MB;MB;MA;
28657;16;62;1139;247;2022-10-02 17:07:00;2022-10-02 17:07:27;2022-10-02 17:07:30;2022-10-02 17:07:36;2022-10-02 17:07:39;2022-10-02 17:08:10;2022-10-02 17:08:32;2022-10-02 17:08:45;2022-10-02 17:08:54;2022-10-02 17:09:01;2022-10-02 17:09:03;True;0;0;123;84;39;12;31;22;13;9;7;MB;MA;B1;B2;MA;A1;MA;MA;MA;
28657;16;62;1139;248;2022-10-02 17:09:05;2022-10-02 17:09:26;2022-10-02 17:09:31;2022-10-02 17:10:14;2022-10-02 17:10:17;2022-10-02 17:11:18;2022-10-02 17:11:33;2022-10-02 17:11:57;2022-10-02 17:12:06;2022-10-02 17:12:16;2022-10-02 17:12:17;True;2;3;192;120;72;51;61;15;24;9;10;A2;A2;MA;A1;MA;MA;A2;MA;MA;
28657;16;62;1139;249;2022-10-02 17:12:19;2022-10-02 17:12:46;2022-10-02 17:12:50;2022-10-02 17:12:57;2022-10-02 17:13:00;2022-10-02 17:13:18;2022-10-02 17:13:27;2022-10-02 17:13:35;2022-10-02 17:13:41;2022-10-02 17:13:45;2022-10-02 17:13:47;True;0;0;88;47;41;14;18;9;8;6;4;B1;MB;B1;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;250;2022-10-02 17:13:49;2022-10-02 17:14:13;2022-10-02 17:14:17;2022-10-02 17:14:26;2022-10-02 17:14:27;2022-10-02 17:15:02;2022-10-02 17:15:13;2022-10-02 17:15:23;2022-10-02 17:15:29;2022-10-02 17:15:36;2022-10-02 17:15:38;True;0;0;109;71;38;14;35;11;10;6;7;MB;MA;B1;B1;MA;MB;MB;MB;MA;
28657;16;62;1139;251;2022-10-02 17:15:40;2022-10-02 17:15:47;2022-10-02 17:15:53;2022-10-02 17:16:12;2022-10-02 17:16:14;2022-10-02 17:16:23;2022-10-02 17:16:27;2022-10-02 17:16:30;2022-10-02 17:16:34;2022-10-02 17:16:36;2022-10-02 17:16:37;True;1;10;57;23;34;27;9;4;3;4;2;B2;B2;B2;MB;MA;B1;B1;B1;MA;
28657;16;62;1139;252;2022-10-02 17:16:39;2022-10-02 17:16:53;2022-10-02 17:17:00;2022-10-02 17:17:52;2022-10-02 17:18:08;2022-10-02 17:18:28;2022-10-02 17:18:41;2022-10-02 17:18:52;2022-10-02 17:18:59;2022-10-02 17:19:07;2022-10-02 17:19:09;False;3;0;150;61;89;75;20;13;11;7;8;MA;MB;A1;A2;MA;MB;MA;MB;MA;
28657;16;62;1139;253;2022-10-02 17:19:10;2022-10-02 17:19:24;2022-10-02 17:19:27;2022-10-02 17:20:05;2022-10-02 17:20:26;2022-10-02 17:20:39;2022-10-02 17:20:53;2022-10-02 17:20:58;2022-10-02 17:21:05;2022-10-02 17:21:10;2022-10-02 17:21:12;False;4;2;122;46;76;62;13;14;5;7;5;MB;B1;MA;A2;MA;MA;B1;MB;MA;
28657;16;62;1139;254;2022-10-02 17:21:13;2022-10-02 17:21:28;2022-10-02 17:21:31;2022-10-02 17:21:46;2022-10-02 17:21:47;2022-10-02 17:22:03;2022-10-02 17:22:26;2022-10-02 17:22:39;2022-10-02 17:22:48;2022-10-02 17:22:57;2022-10-02 17:22:59;True;1;1;106;72;34;19;16;23;13;9;9;MB;MA;B2;B1;MA;A1;MA;MA;MA;
28657;16;62;1139;255;2022-10-02 17:23:00;2022-10-02 17:23:13;2022-10-02 17:23:16;2022-10-02 17:23:55;2022-10-02 17:23:58;2022-10-02 17:24:38;2022-10-02 17:25:06;2022-10-02 17:25:21;2022-10-02 17:25:31;2022-10-02 17:25:37;2022-10-02 17:25:39;True;3;10;159;101;58;45;40;28;15;10;6;A1;A1;MB;A1;MA;A2;MA;MA;MA;
28657;16;62;1139;256;2022-10-02 17:25:41;2022-10-02 17:25:56;2022-10-02 17:26:04;2022-10-02 17:26:20;2022-10-02 17:26:22;2022-10-02 17:26:43;2022-10-02 17:26:51;2022-10-02 17:27:00;2022-10-02 17:27:07;2022-10-02 17:27:11;2022-10-02 17:27:12;True;1;0;91;50;41;26;21;8;9;7;4;B1;MB;B1;MB;MA;B1;MB;MB;MA;
28657;16;62;1139;257;2022-10-02 17:27:14;2022-10-02 17:27:34;2022-10-02 17:27:36;2022-10-02 17:27:43;2022-10-02 17:27:45;2022-10-02 17:27:58;2022-10-02 17:28:05;2022-10-02 17:28:11;2022-10-02 17:28:18;2022-10-02 17:28:23;2022-10-02 17:28:24;True;0;0;70;39;31;11;13;7;6;7;5;B2;B1;B2;B2;MA;B1;MB;MB;MA;
28657;16;62;1139;258;2022-10-02 17:28:26;2022-10-02 17:28:47;2022-10-02 17:28:50;2022-10-02 17:29:13;2022-10-02 17:29:15;2022-10-02 17:29:28;2022-10-02 17:29:37;2022-10-02 17:29:44;2022-10-02 17:29:50;2022-10-02 17:30:02;2022-10-02 17:30:03;True;2;0;97;48;49;28;13;9;7;6;12;B1;MB;B1;MB;MA;MB;MB;MB;MA;
28657;16;62;1139;259;2022-10-02 17:30:05;2022-10-02 17:30:31;2022-10-02 17:30:32;2022-10-02 17:31:01;2022-10-02 17:31:19;2022-10-02 17:31:41;2022-10-02 17:31:56;2022-10-02 17:32:08;2022-10-02 17:32:18;2022-10-02 17:32:27;2022-10-02 17:32:29;False;4;0;144;70;74;48;22;15;12;10;9;MA;MA;MA;A1;MA;MA;MA;MA;MA;
28657;16;62;1139;260;2022-10-02 17:32:31;2022-10-02 17:33:08;2022-10-02 17:33:11;2022-10-02 17:33:49;2022-10-02 17:34:09;2022-10-02 17:34:21;2022-10-02 17:34:27;2022-10-02 17:34:36;2022-10-02 17:34:42;2022-10-02 17:34:49;2022-10-02 17:34:51;False;4;8;140;42;98;61;12;6;9;6;7;MA;B1;A2;A2;MA;B1;MB;MB;MA;
28657;16;62;1139;261;2022-10-02 17:34:53;2022-10-02 17:35:10;2022-10-02 17:35:16;2022-10-02 17:35:45;2022-10-02 17:36:03;2022-10-02 17:36:21;2022-10-02 17:36:43;2022-10-02 17:36:53;2022-10-02 17:36:59;2022-10-02 17:37:06;2022-10-02 17:37:08;False;4;0;135;65;70;53;18;22;10;6;7;MA;MB;MA;A1;MA;A1;MB;MB;MA;
28657;16;62;1139;262;2022-10-02 17:37:10;2022-10-02 17:37:29;2022-10-02 17:37:33;2022-10-02 17:37:57;2022-10-02 17:38:04;2022-10-02 17:38:32;2022-10-02 17:38:47;2022-10-02 17:38:54;2022-10-02 17:39:02;2022-10-02 17:39:10;2022-10-02 17:39:12;True;2;0;122;68;54;35;28;15;7;8;8;MB;MA;MB;MA;MA;MA;MB;MB;MA;
28657;16;62;1139;263;2022-10-02 17:39:13;2022-10-02 17:39:39;2022-10-02 17:39:40;2022-10-02 17:40:18;2022-10-02 17:40:36;2022-10-02 17:40:53;2022-10-02 17:41:05;2022-10-02 17:41:14;2022-10-02 17:41:21;2022-10-02 17:41:30;2022-10-02 17:41:32;False;4;1;139;56;83;57;17;12;9;7;9;MA;MB;A1;A2;MA;MB;MB;MB;MA;
28657;16;62;1139;264;2022-10-02 17:41:35;2022-10-02 17:42:00;2022-10-02 17:42:02;2022-10-02 17:42:24;2022-10-02 17:42:26;2022-10-02 17:42:38;2022-10-02 17:42:46;2022-10-02 17:42:53;2022-10-02 17:42:58;2022-10-02 17:43:04;2022-10-02 17:43:05;True;2;3;90;39;51;26;12;8;7;5;6;B1;B1;MB;MB;MA;B1;MB;MB;MA;
28657;16;62;1139;265;2022-10-02 17:43:07;2022-10-02 17:43:20;2022-10-02 17:43:24;2022-10-02 17:44:13;2022-10-02 17:44:38;2022-10-02 17:44:52;2022-10-02 17:45:05;2022-10-02 17:45:13;2022-10-02 17:45:19;2022-10-02 17:45:25;2022-10-02 17:45:27;False;4;0;140;49;91;78;14;13;8;6;6;MA;MB;A1;A2;MA;MB;MB;MB;MA;
28657;16;62;1139;266;2022-10-02 17:45:29;2022-10-02 17:45:48;2022-10-02 17:45:50;2022-10-02 17:45:56;2022-10-02 17:45:58;2022-10-02 17:46:12;2022-10-02 17:46:26;2022-10-02 17:46:31;2022-10-02 17:46:36;2022-10-02 17:46:40;2022-10-02 17:46:42;True;0;1;73;44;29;10;14;14;5;5;4;B2;B1;B2;B2;MA;MA;B1;MB;MA;
28657;16;62;1139;267;2022-10-02 17:46:43;2022-10-02 17:46:53;2022-10-02 17:46:55;2022-10-02 17:47:32;2022-10-02 17:47:48;2022-10-02 17:48:02;2022-10-02 17:48:09;2022-10-02 17:48:16;2022-10-02 17:48:19;2022-10-02 17:48:24;2022-10-02 17:48:26;False;4;2;103;38;65;55;14;7;7;3;5;B1;B1;MA;A1;MA;B1;MB;B1;MA;
28657;16;62;1139;268;2022-10-02 17:48:28;2022-10-02 17:48:42;2022-10-02 17:48:44;2022-10-02 17:49:07;2022-10-02 17:49:09;2022-10-02 17:49:27;2022-10-02 17:49:35;2022-10-02 17:49:49;2022-10-02 17:50:03;2022-10-02 17:50:15;2022-10-02 17:50:16;True;2;3;108;67;41;27;18;8;14;14;12;MB;MA;B1;MB;MA;B1;MA;A1;MA;
28657;16;62;1139;269;2022-10-02 17:50:18;2022-10-02 17:50:30;2022-10-02 17:50:32;2022-10-02 17:50:38;2022-10-02 17:50:40;2022-10-02 17:50:56;2022-10-02 17:51:06;2022-10-02 17:51:12;2022-10-02 17:51:20;2022-10-02 17:51:27;2022-10-02 17:51:29;True;0;1;71;49;22;10;16;10;6;8;7;B2;MB;B2;B2;MA;MB;MB;MB;MA;
28657;16;62;1139;270;2022-10-02 17:51:31;2022-10-02 17:51:55;2022-10-02 17:51:58;2022-10-02 17:52:05;2022-10-02 17:52:07;2022-10-02 17:52:16;2022-10-02 17:52:23;2022-10-02 17:52:29;2022-10-02 17:52:33;2022-10-02 17:52:38;2022-10-02 17:52:40;True;0;2;69;33;36;12;9;7;6;4;5;B2;B1;B1;B2;MA;B1;MB;B1;MA;
