Municipio;Zona;Sessao;Local;Voto;InicioAguardando;TituloDigitado;InicioDigital;FimDigital;Habilitacao;Voto1;Voto2;Voto3;Voto4;Voto5;FimVotacao;SucessoDigital;TentativasDigital;TeclasIndevidas;TempoTotal;TempoVotacao;TempoOcioso;TempoHabilitacao;TempoVoto1;TempoVoto2;TempoVoto3;TempoVoto4;TempoVoto5;ClassTempoTotal;ClassTempoVotacao;ClassTempoOcioso;ClassTempoHabilitacao;ClassTempoVoto1;ClassTempoVoto2;ClassTempoVoto3;ClassTempoVoto4;ClassTempoVoto5;
28533;15;57;1180;11;2022-10-02 08:53:16;2022-10-02 08:53:33;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 08:53:48;2022-10-02 08:54:03;2022-10-02 08:54:19;2022-10-02 08:54:33;2022-10-02 08:54:38;2022-10-02 08:54:42;2022-10-02 08:54:43;False;0;0;87;55;32;15;15;16;14;5;4;B1;MB;MB;MB;MB;MB;MA;B1;MB;
28533;15;57;1180;12;2022-10-02 08:54:44;2022-10-02 08:55:59;2022-10-02 08:56:12;2022-10-02 08:56:32;2022-10-02 08:56:34;2022-10-02 08:56:59;2022-10-02 08:57:55;2022-10-02 08:58:41;2022-10-02 08:59:09;2022-10-02 08:59:27;2022-10-02 08:59:27;True;1;5;283;173;110;35;25;56;46;28;18;A1;A2;MA;A1;MA;A1;A2;A2;A1;
28533;15;57;1180;13;2022-10-02 08:59:28;2022-10-02 08:59:57;2022-10-02 09:00:02;2022-10-02 09:00:08;2022-10-02 09:00:11;2022-10-02 09:00:39;2022-10-02 09:00:56;2022-10-02 09:01:13;2022-10-02 09:01:20;2022-10-02 09:01:26;2022-10-02 09:01:27;True;0;2;119;76;43;14;28;17;17;7;6;MB;MB;MB;MB;MA;MB;MA;MB;MB;
28533;15;57;1180;14;2022-10-02 09:01:28;2022-10-02 09:02:10;2022-10-02 09:02:14;2022-10-02 09:02:54;2022-10-02 09:03:33;2022-10-02 09:03:47;2022-10-02 09:03:56;2022-10-02 09:04:26;2022-10-02 09:04:46;2022-10-02 09:04:52;2022-10-02 09:04:53;False;4;4;205;80;125;83;14;9;30;20;6;MA;MA;MA;A2;B1;MB;A2;A2;MB;
28533;15;57;1180;15;2022-10-02 09:04:54;2022-10-02 09:05:21;2022-10-02 09:05:26;2022-10-02 09:05:44;2022-10-02 09:05:46;2022-10-02 09:05:59;2022-10-02 09:06:05;2022-10-02 09:06:11;2022-10-02 09:06:17;2022-10-02 09:06:22;2022-10-02 09:06:23;True;1;0;89;37;52;25;13;6;6;6;5;MB;B1;MB;MA;B1;MB;B1;MB;MB;
28533;15;57;1180;16;2022-10-02 09:06:24;2022-10-02 09:06:48;2022-10-02 09:06:51;2022-10-02 09:06:56;2022-10-02 09:06:59;2022-10-02 09:07:21;2022-10-02 09:07:26;2022-10-02 09:07:32;2022-10-02 09:07:36;2022-10-02 09:07:41;2022-10-02 09:07:42;True;0;6;78;43;35;11;22;5;6;4;5;B1;B1;MB;B1;MB;MB;B1;B1;MB;
28533;15;57;1180;17;2022-10-02 09:07:43;2022-10-02 09:08:08;2022-10-02 09:08:13;2022-10-02 09:08:21;2022-10-02 09:08:23;2022-10-02 09:08:39;2022-10-02 09:08:48;2022-10-02 09:08:53;2022-10-02 09:09:01;2022-10-02 09:09:08;2022-10-02 09:09:08;True;0;1;85;45;40;15;16;9;5;8;7;B1;MB;MB;MB;MB;MB;B1;MB;MB;
28533;15;57;1180;18;2022-10-02 09:09:09;2022-10-02 09:10:12;2022-10-02 09:10:16;2022-10-02 09:10:24;2022-10-02 09:10:27;2022-10-02 09:10:46;2022-10-02 09:10:55;2022-10-02 09:11:04;2022-10-02 09:11:11;2022-10-02 09:11:18;2022-10-02 09:11:19;True;0;1;130;52;78;15;19;9;9;7;7;MB;MB;MB;MB;MB;MB;MB;MB;MB;
28533;15;57;1180;19;2022-10-02 09:11:20;2022-10-02 09:11:33;2022-10-02 09:11:36;2022-10-02 09:11:42;2022-10-02 09:11:45;2022-10-02 09:12:08;2022-10-02 09:12:27;2022-10-02 09:12:39;2022-10-02 09:12:46;2022-10-02 09:12:54;2022-10-02 09:12:55;True;0;0;95;70;25;12;23;19;12;7;8;MB;MB;B1;B1;MB;MB;MB;MB;MB;
28533;15;57;1180;20;2022-10-02 09:12:56;2022-10-02 09:13:11;2022-10-02 09:13:14;2022-10-02 09:13:19;2022-10-02 09:13:22;2022-10-02 09:13:29;2022-10-02 09:13:36;2022-10-02 09:13:40;2022-10-02 09:13:45;2022-10-02 09:13:49;2022-10-02 09:13:50;True;0;4;54;28;26;11;7;7;4;5;4;B1;B1;B1;B1;B1;MB;B1;B1;MB;
28533;15;57;1180;21;2022-10-02 09:13:51;2022-10-02 09:14:18;2022-10-02 09:14:22;2022-10-02 09:14:28;2022-10-02 09:14:33;2022-10-02 09:14:57;2022-10-02 09:15:14;2022-10-02 09:15:25;2022-10-02 09:15:35;2022-10-02 09:15:43;2022-10-02 09:15:44;True;0;2;113;71;42;15;24;17;11;10;8;MB;MB;MB;MB;MB;MB;MB;MA;MB;
28533;15;57;1180;22;2022-10-02 09:15:45;2022-10-02 09:16:01;2022-10-02 09:16:06;2022-10-02 09:16:13;2022-10-02 09:16:18;2022-10-02 09:16:44;2022-10-02 09:17:11;2022-10-02 09:17:29;2022-10-02 09:17:34;2022-10-02 09:17:52;2022-10-02 09:17:52;True;0;3;127;94;33;17;26;27;18;5;18;MB;MA;MB;MB;MA;MA;MA;B1;A1;
28533;15;57;1180;23;2022-10-02 09:17:53;2022-10-02 09:18:12;2022-10-02 09:18:16;2022-10-02 09:18:21;2022-10-02 09:18:24;2022-10-02 09:18:38;2022-10-02 09:18:57;2022-10-02 09:19:06;2022-10-02 09:19:21;2022-10-02 09:19:30;2022-10-02 09:19:31;True;0;0;98;67;31;12;14;19;9;15;9;MB;MB;MB;B1;B1;MB;MB;A1;MA;
28533;15;57;1180;24;2022-10-02 09:19:32;2022-10-02 09:19:49;2022-10-02 09:19:52;2022-10-02 09:19:59;2022-10-02 09:20:01;2022-10-02 09:20:15;2022-10-02 09:20:24;2022-10-02 09:20:28;2022-10-02 09:20:31;2022-10-02 09:20:35;2022-10-02 09:20:36;True;0;0;64;35;29;12;14;9;4;3;4;B1;B1;MB;B1;B1;MB;B1;B1;MB;
28533;15;57;1180;25;2022-10-02 09:20:37;2022-10-02 09:20:54;2022-10-02 09:20:57;2022-10-02 09:21:04;2022-10-02 09:21:07;2022-10-02 09:21:31;2022-10-02 09:21:44;2022-10-02 09:21:49;2022-10-02 09:21:54;2022-10-02 09:21:59;2022-10-02 09:22:00;True;0;2;83;53;30;13;24;13;5;5;5;B1;MB;MB;MB;MB;MB;B1;B1;MB;
28533;15;57;1180;26;2022-10-02 09:22:01;2022-10-02 09:22:22;2022-10-02 09:22:27;2022-10-02 09:22:36;2022-10-02 09:22:38;2022-10-02 09:22:56;2022-10-02 09:23:19;2022-10-02 09:23:35;2022-10-02 09:24:24;2022-10-02 09:24:50;2022-10-02 09:24:51;True;0;10;170;133;37;16;18;23;16;49;26;MA;A1;MB;MB;MB;MA;MA;A2;A2;
28533;15;57;1180;27;2022-10-02 09:24:52;2022-10-02 09:25:46;2022-10-02 09:25:49;2022-10-02 09:26:30;2022-10-02 09:26:34;2022-10-02 09:26:53;2022-10-02 09:27:01;2022-10-02 09:27:07;2022-10-02 09:27:15;2022-10-02 09:27:21;2022-10-02 09:27:22;True;2;0;150;48;102;48;19;8;6;8;6;MB;MB;MA;A2;MB;MB;B1;MB;MB;
28533;15;57;1180;28;2022-10-02 09:27:23;2022-10-02 09:27:43;2022-10-02 09:27:47;2022-10-02 09:28:20;2022-10-02 09:28:48;2022-10-02 09:29:09;2022-10-02 09:29:18;2022-10-02 09:29:28;2022-10-02 09:29:33;2022-10-02 09:29:37;2022-10-02 09:29:38;False;4;2;135;50;85;65;21;9;10;5;4;MB;MB;MB;A2;MB;MB;MB;B1;MB;
28533;15;57;1180;29;2022-10-02 09:29:39;2022-10-02 09:30:00;2022-10-02 09:30:04;2022-10-02 09:30:12;2022-10-02 09:30:16;2022-10-02 09:30:33;2022-10-02 09:30:45;2022-10-02 09:30:54;2022-10-02 09:31:03;2022-10-02 09:31:09;2022-10-02 09:31:10;True;0;0;91;54;37;16;17;12;9;9;6;MB;MB;MB;MB;MB;MB;MB;MB;MB;
28533;15;57;1180;30;2022-10-02 09:31:11;2022-10-02 09:31:46;2022-10-02 09:31:50;2022-10-02 09:32:04;2022-10-02 09:32:07;2022-10-02 09:32:22;2022-10-02 09:32:32;2022-10-02 09:32:44;2022-10-02 09:32:50;2022-10-02 09:32:57;2022-10-02 09:32:57;True;1;3;106;50;56;21;15;10;12;6;7;MB;MB;MB;MB;MB;MB;MB;MB;MB;
28533;15;57;1180;31;2022-10-02 09:32:58;2022-10-02 09:33:21;2022-10-02 09:33:27;2022-10-02 09:33:33;2022-10-02 09:33:36;2022-10-02 09:33:53;2022-10-02 09:34:18;2022-10-02 09:34:54;2022-10-02 09:35:25;2022-10-02 09:35:58;2022-10-02 09:35:59;True;0;7;181;143;38;15;17;25;36;31;33;MA;A1;MB;MB;MB;MA;A2;A2;A2;
28533;15;57;1180;32;2022-10-02 09:36:00;2022-10-02 09:36:19;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:36:31;2022-10-02 09:36:52;2022-10-02 09:37:03;2022-10-02 09:37:11;2022-10-02 09:37:19;2022-10-02 09:37:25;2022-10-02 09:37:25;False;0;0;85;54;31;12;21;11;8;8;6;B1;MB;MB;B1;MB;MB;MB;MB;MB;
28533;15;57;1180;33;2022-10-02 09:37:26;2022-10-02 09:38:20;2022-10-02 09:38:23;2022-10-02 09:38:29;2022-10-02 09:38:33;2022-10-02 09:38:55;2022-10-02 09:39:07;2022-10-02 09:39:18;2022-10-02 09:39:24;2022-10-02 09:39:30;2022-10-02 09:39:30;True;0;0;124;57;67;13;22;12;11;6;6;MB;MB;MB;MB;MB;MB;MB;MB;MB;
28533;15;57;1180;34;2022-10-02 09:39:31;2022-10-02 09:39:57;2022-10-02 09:40:04;2022-10-02 09:40:11;2022-10-02 09:40:13;2022-10-02 09:40:24;2022-10-02 09:40:35;2022-10-02 09:40:42;2022-10-02 09:40:50;2022-10-02 09:40:54;2022-10-02 09:40:54;True;0;2;83;41;42;16;11;11;7;8;4;B1;B1;MB;MB;B1;MB;MB;MB;MB;
28533;15;57;1180;35;2022-10-02 09:40:56;2022-10-02 09:41:12;2022-10-02 09:41:16;2022-10-02 09:41:23;2022-10-02 09:41:25;2022-10-02 09:41:55;2022-10-02 09:42:10;2022-10-02 09:42:32;2022-10-02 09:42:50;2022-10-02 09:42:57;2022-10-02 09:42:57;True;0;0;121;92;29;13;30;15;22;18;7;MB;MA;MB;MB;MA;MB;A1;A2;MB;
28533;15;57;1180;36;2022-10-02 09:42:58;2022-10-02 09:43:18;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:43:32;2022-10-02 09:43:51;2022-10-02 09:44:07;2022-10-02 09:44:18;2022-10-02 09:44:25;2022-10-02 09:44:34;2022-10-02 09:44:35;False;0;0;97;63;34;14;19;16;11;7;9;MB;MB;MB;MB;MB;MB;MB;MB;MA;
28533;15;57;1180;37;2022-10-02 09:44:36;2022-10-02 09:46:08;2022-10-02 09:46:15;2022-10-02 09:46:54;2022-10-02 09:47:30;2022-10-02 09:47:46;2022-10-02 09:47:55;2022-10-02 09:48:03;2022-10-02 09:48:09;2022-10-02 09:48:14;2022-10-02 09:48:15;True;3;1;219;45;174;82;16;9;8;6;5;MA;MB;A1;A2;MB;MB;MB;MB;MB;
28533;15;57;1180;38;2022-10-02 09:48:16;2022-10-02 09:48:46;2022-10-02 09:48:58;2022-10-02 09:50:02;2022-10-02 09:50:33;2022-10-02 09:50:51;2022-10-02 09:51:05;2022-10-02 09:51:15;2022-10-02 09:51:22;2022-10-02 09:51:29;2022-10-02 09:51:30;False;4;0;194;57;137;107;18;14;10;7;7;MA;MB;MA;A2;MB;MB;MB;MB;MB;
28533;15;57;1180;39;2022-10-02 09:51:31;2022-10-02 09:52:06;2022-10-02 09:52:14;2022-10-02 09:52:54;2022-10-02 09:53:20;2022-10-02 09:53:38;2022-10-02 09:53:54;2022-10-02 09:54:05;2022-10-02 09:54:13;2022-10-02 09:54:20;2022-10-02 09:54:21;False;4;0;170;61;109;74;18;16;11;8;7;MA;MB;MA;A2;MB;MB;MB;MB;MB;
28533;15;57;1180;40;2022-10-02 09:54:22;2022-10-02 09:54:46;2022-10-02 09:54:54;2022-10-02 09:55:15;2022-10-02 09:55:18;2022-10-02 09:55:41;2022-10-02 09:55:49;2022-10-02 09:55:54;2022-10-02 09:56:03;2022-10-02 09:56:10;2022-10-02 09:56:11;True;1;0;109;53;56;32;23;8;5;9;7;MB;MB;MB;MA;MB;MB;B1;MB;MB;
28533;15;57;1180;41;2022-10-02 09:56:12;2022-10-02 09:56:37;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 09:56:59;2022-10-02 09:57:16;2022-10-02 09:57:27;2022-10-02 09:57:34;2022-10-02 09:57:40;2022-10-02 09:57:44;2022-10-02 09:57:45;False;0;1;93;46;47;22;17;11;7;6;4;MB;MB;MB;MB;MB;MB;MB;MB;MB;
28533;15;57;1180;42;2022-10-02 09:57:46;2022-10-02 09:58:07;2022-10-02 09:58:10;2022-10-02 09:58:20;2022-10-02 09:58:23;2022-10-02 09:58:52;2022-10-02 09:59:28;2022-10-02 09:59:44;2022-10-02 10:00:02;2022-10-02 10:00:22;2022-10-02 10:00:23;True;0;0;157;120;37;16;29;36;16;18;20;MB;A1;MB;MB;MA;MA;MA;A2;A2;
28533;15;57;1180;43;2022-10-02 10:00:24;2022-10-02 10:01:13;2022-10-02 10:01:15;2022-10-02 10:01:22;2022-10-02 10:01:24;2022-10-02 10:01:36;2022-10-02 10:01:49;2022-10-02 10:01:57;2022-10-02 10:02:03;2022-10-02 10:02:08;2022-10-02 10:02:08;True;0;2;104;44;60;11;12;13;8;6;5;MB;MB;MB;B1;B1;MB;MB;MB;MB;
28533;15;57;1180;44;2022-10-02 10:02:09;2022-10-02 10:02:29;2022-10-02 10:02:34;2022-10-02 10:02:48;2022-10-02 10:02:50;2022-10-02 10:03:07;2022-10-02 10:03:17;2022-10-02 10:03:22;2022-10-02 10:03:27;2022-10-02 10:03:35;2022-10-02 10:03:35;True;1;1;86;45;41;21;17;10;5;5;8;B1;MB;MB;MB;MB;MB;B1;B1;MB;
28533;15;57;1180;45;2022-10-02 10:03:37;2022-10-02 10:04:01;2022-10-02 10:04:07;2022-10-02 10:04:13;2022-10-02 10:04:14;2022-10-02 10:04:46;2022-10-02 10:05:04;2022-10-02 10:05:26;2022-10-02 10:05:36;2022-10-02 10:05:47;2022-10-02 10:05:48;True;0;0;131;94;37;13;32;18;22;10;11;MB;MA;MB;MB;MA;MB;A1;MA;MA;
28533;15;57;1180;46;2022-10-02 10:05:49;2022-10-02 10:06:12;2022-10-02 10:06:15;2022-10-02 10:06:42;2022-10-02 10:06:46;2022-10-02 10:06:59;2022-10-02 10:07:14;2022-10-02 10:07:22;2022-10-02 10:07:29;2022-10-02 10:07:35;2022-10-02 10:07:36;True;2;0;107;50;57;34;13;15;8;7;6;MB;MB;MB;A1;B1;MB;MB;MB;MB;
28533;15;57;1180;47;2022-10-02 10:07:37;2022-10-02 10:08:38;2022-10-02 10:08:41;2022-10-02 10:08:54;2022-10-02 10:08:56;2022-10-02 10:09:34;2022-10-02 10:09:59;2022-10-02 10:10:11;2022-10-02 10:10:20;2022-10-02 10:10:26;2022-10-02 10:10:27;True;0;0;170;91;79;18;38;25;12;9;6;MA;MA;MB;MB;A1;MA;MB;MB;MB;
28533;15;57;1180;48;2022-10-02 10:10:28;2022-10-02 10:10:55;2022-10-02 10:10:59;2022-10-02 10:11:07;2022-10-02 10:11:09;2022-10-02 10:11:58;2022-10-02 10:13:25;2022-10-02 10:13:44;2022-10-02 10:13:54;2022-10-02 10:14:00;2022-10-02 10:14:01;True;0;19;213;172;41;14;49;87;19;10;6;MA;A2;MB;MB;A2;A2;MA;MA;MB;
28533;15;57;1180;49;2022-10-02 10:14:02;2022-10-02 10:14:27;2022-10-02 10:14:36;2022-10-02 10:14:42;2022-10-02 10:14:46;2022-10-02 10:15:10;2022-10-02 10:15:22;2022-10-02 10:15:31;2022-10-02 10:15:38;2022-10-02 10:15:47;2022-10-02 10:15:47;True;0;0;105;61;44;19;24;12;9;7;9;MB;MB;MB;MB;MB;MB;MB;MB;MA;
28533;15;57;1180;50;2022-10-02 10:15:48;2022-10-02 10:16:30;2022-10-02 10:16:33;2022-10-02 10:17:12;2022-10-02 10:17:39;2022-10-02 10:18:02;2022-10-02 10:18:13;2022-10-02 10:18:19;2022-10-02 10:18:27;2022-10-02 10:18:34;2022-10-02 10:18:35;False;4;1;167;56;111;69;23;11;6;8;7;MA;MB;MA;A2;MB;MB;B1;MB;MB;
28533;15;57;1180;51;2022-10-02 10:18:36;2022-10-02 10:19:01;2022-10-02 10:19:02;2022-10-02 10:19:09;2022-10-02 10:19:11;2022-10-02 10:19:39;2022-10-02 10:20:04;2022-10-02 10:20:33;2022-10-02 10:20:43;2022-10-02 10:20:57;2022-10-02 10:20:57;True;0;18;141;106;35;10;28;25;29;10;14;MB;MA;MB;B1;MA;MA;A2;MA;MA;
28533;15;57;1180;52;2022-10-02 10:20:58;2022-10-02 10:21:23;2022-10-02 10:21:25;2022-10-02 10:21:44;2022-10-02 10:21:46;2022-10-02 10:22:02;2022-10-02 10:22:13;2022-10-02 10:22:20;2022-10-02 10:22:25;2022-10-02 10:22:30;2022-10-02 10:22:31;True;2;0;93;45;48;23;16;11;7;5;5;MB;MB;MB;MB;MB;MB;MB;B1;MB;
28533;15;57;1180;53;2022-10-02 10:22:32;2022-10-02 10:22:59;2022-10-02 10:23:03;2022-10-02 10:23:12;2022-10-02 10:23:14;2022-10-02 10:23:33;2022-10-02 10:23:53;2022-10-02 10:24:10;2022-10-02 10:24:27;2022-10-02 10:24:37;2022-10-02 10:24:37;True;0;0;125;83;42;15;19;20;17;17;10;MB;MA;MB;MB;MB;MB;MA;A2;MA;
28533;15;57;1180;54;2022-10-02 10:24:38;2022-10-02 10:24:59;2022-10-02 10:25:06;2022-10-02 10:25:14;2022-10-02 10:25:17;2022-10-02 10:25:42;2022-10-02 10:26:05;2022-10-02 10:26:13;2022-10-02 10:26:19;2022-10-02 10:26:24;2022-10-02 10:26:25;True;0;8;107;68;39;18;25;23;8;6;5;MB;MB;MB;MB;MA;MA;MB;MB;MB;
28533;15;57;1180;55;2022-10-02 10:26:26;2022-10-02 10:26:41;2022-10-02 10:26:44;2022-10-02 10:26:50;2022-10-02 10:26:51;2022-10-02 10:27:08;2022-10-02 10:27:19;2022-10-02 10:27:27;2022-10-02 10:27:36;2022-10-02 10:27:43;2022-10-02 10:27:44;True;0;1;78;53;25;10;17;11;8;9;7;B1;MB;B1;B1;MB;MB;MB;MB;MB;
28533;15;57;1180;56;2022-10-02 10:27:45;2022-10-02 10:28:03;2022-10-02 10:28:07;2022-10-02 10:28:36;2022-10-02 10:28:55;2022-10-02 10:29:13;2022-10-02 10:29:26;2022-10-02 10:29:31;2022-10-02 10:29:36;2022-10-02 10:29:40;2022-10-02 10:29:40;False;4;0;115;45;70;52;18;13;5;5;4;MB;MB;MB;A2;MB;MB;B1;B1;MB;
28533;15;57;1180;57;2022-10-02 10:29:41;2022-10-02 10:29:59;2022-10-02 10:30:03;2022-10-02 10:30:35;2022-10-02 10:30:38;2022-10-02 10:31:05;2022-10-02 10:31:24;2022-10-02 10:31:35;2022-10-02 10:31:40;2022-10-02 10:31:48;2022-10-02 10:31:49;True;2;5;128;71;57;39;27;19;11;5;8;MB;MB;MB;A1;MA;MB;MB;B1;MB;
28533;15;57;1180;58;2022-10-02 10:31:50;2022-10-02 10:32:07;0001-01-01 00:00:00;0001-01-01 00:00:00;2022-10-02 10:32:15;2022-10-02 10:32:52;2022-10-02 10:33:19;2022-10-02 10:33:32;2022-10-02 10:33:42;2022-10-02 10:33:58;2022-10-02 10:33:58;False;0;1;128;103;25;8;37;27;13;10;16;MB;MA;B1;B1;A1;MA;MB;MA;A1;
28533;15;57;1180;59;2022-10-02 10:33:59;2022-10-02 10:34:16;2022-10-02 10:34:21;2022-10-02 10:34:26;2022-10-02 10:34:28;2022-10-02 10:38:09;2022-10-02 10:38:46;2022-10-02 10:38:57;2022-10-02 10:39:02;2022-10-02 10:39:06;2022-10-02 10:39:07;True;0;12;308;279;29;12;221;37;11;5;4;A1;A2;MB;B1;A2;MA;MB;B1;MB;
28533;15;57;1180;60;2022-10-02 10:39:08;2022-10-02 10:39:24;2022-10-02 10:39:28;2022-10-02 10:39:48;2022-10-02 10:39:50;2022-10-02 10:40:00;2022-10-02 10:40:06;2022-10-02 10:40:11;2022-10-02 10:40:15;2022-10-02 10:40:19;2022-10-02 10:40:20;True;1;0;72;30;42;26;10;6;5;4;4;B1;B1;MB;MA;B1;MB;B1;B1;MB;
28533;15;57;1180;61;2022-10-02 10:40:21;2022-10-02 10:40:39;2022-10-02 10:40:42;2022-10-02 10:40:47;2022-10-02 10:40:49;2022-10-02 10:41:44;2022-10-02 10:41:57;2022-10-02 10:42:01;2022-10-02 10:42:11;2022-10-02 10:42:16;2022-10-02 10:42:17;True;0;4;116;88;28;10;55;13;4;10;5;MB;MA;MB;B1;A2;MB;B1;MA;MB;
28533;15;57;1180;62;2022-10-02 10:42:18;2022-10-02 10:42:30;2022-10-02 10:42:33;2022-10-02 10:42:38;2022-10-02 10:42:40;2022-10-02 10:43:01;2022-10-02 10:43:09;2022-10-02 10:43:16;2022-10-02 10:43:19;2022-10-02 10:43:23;2022-10-02 10:43:24;True;0;0;66;44;22;10;21;8;7;3;4;B1;MB;B1;B1;MB;MB;MB;B1;MB;
28533;15;57;1180;63;2022-10-02 10:43:25;2022-10-02 10:43:45;2022-10-02 10:43:47;2022-10-02 10:43:53;2022-10-02 10:43:55;2022-10-02 10:44:30;2022-10-02 10:44:45;2022-10-02 10:44:52;2022-10-02 10:44:59;2022-10-02 10:45:05;2022-10-02 10:45:05;True;0;0;100;70;30;10;35;15;7;7;6;MB;MB;MB;B1;A1;MB;MB;MB;MB;
28533;15;57;1180;64;2022-10-02 10:45:06;2022-10-02 10:45:20;2022-10-02 10:45:23;2022-10-02 10:45:27;2022-10-02 10:45:29;2022-10-02 10:45:43;2022-10-02 10:45:51;2022-10-02 10:46:14;2022-10-02 10:46:29;2022-10-02 10:46:32;2022-10-02 10:46:33;True;0;1;87;64;23;9;14;8;23;15;3;B1;MB;B1;B1;B1;MB;A1;A1;B1;
